Observation,Q_Values
"[0.051, -0.011, 0.207, 0.93]","[16.14538391123086, 21.911255105401576]"
"[0.011, 0.005, 0.031, 0.02]","[6.560409120500896, 13.728347916935617]"
"[0.011, 0.2, 0.031, -0.263]","[23.587262826891155, 18.297451849809256]"
"[0.015, 0.395, 0.026, -0.546]","[11.902398850511117, 5.115970574307349]"
"[0.023, 0.589, 0.015, -0.83]","[11.114338788832288, 5.732838440365828]"
"[0.034, 0.784, -0.001, -1.118]","[9.296143992522513, 13.867618092745523]"
"[0.05, 0.979, -0.024, -1.411]","[21.595596892203126, 9.02826463787455]"
"[0.07, 1.175, -0.052, -1.711]","[5.6023128365937875, 5.241015182643007]"
"[0.093, 0.98, -0.086, -1.435]","[11.773827808086141, 14.345942634756243]"
"[0.113, 1.176, -0.115, -1.753]","[16.474406664234333, 5.425197271302942]"
"[0.136, 0.983, -0.15, -1.498]","[6.170022864470015, 17.780531044492975]"
"[0.156, 0.79, -0.18, -1.256]","[16.7158405685785, 23.04028125782696]"
"[0.172, 0.987, -0.205, -1.599]","[9.266314299946345, 11.173031710588363]"
"[0.004, -0.038, -0.014, 0.024]","[9.677274388202298, 15.132308665419487]"
"[0.003, 0.157, -0.014, -0.274]","[12.503033122017495, 19.158178030868534]"
"[0.006, 0.352, -0.019, -0.571]","[18.925148583154908, 23.017246197778377]"
"[0.013, 0.548, -0.031, -0.869]","[6.915207271429411, 21.966244160024505]"
"[0.024, 0.743, -0.048, -1.172]","[21.17427748182615, 5.6150212304922125]"
"[0.039, 0.549, -0.072, -0.894]","[14.914438552285407, 19.962590352072027]"
"[0.05, 0.745, -0.09, -1.209]","[8.73505651531508, 24.57362781105193]"
"[0.065, 0.941, -0.114, -1.528]","[22.90154156850307, 21.158254261831768]"
"[0.083, 0.747, -0.144, -1.273]","[11.67284044231376, 17.024978318301137]"
"[0.098, 0.554, -0.17, -1.029]","[23.78373271561306, 11.8113809189029]"
"[0.109, 0.751, -0.19, -1.369]","[10.841055455393073, 24.385754891571437]"
"[0.036, -0.04, 0.04, 0.009]","[19.62466679090825, 19.88742253717008]"
"[0.036, -0.236, 0.04, 0.314]","[11.499210922109526, 8.621513770060316]"
"[0.031, -0.041, 0.046, 0.034]","[18.729340666894352, 23.28968925597453]"
"[0.03, 0.153, 0.047, -0.244]","[20.620559292542474, 18.347135857974585]"
"[0.033, 0.348, 0.042, -0.522]","[19.74002573812235, 7.441553590738856]"
"[0.04, 0.542, 0.031, -0.801]","[11.497191030574058, 22.21364277335059]"
"[0.051, 0.737, 0.015, -1.084]","[6.149806337541261, 6.828620024780474]"
"[0.066, 0.932, -0.006, -1.372]","[13.10338299367743, 13.961029919976752]"
"[0.084, 1.127, -0.034, -1.666]","[21.60127081810253, 6.051742120631582]"
"[0.107, 1.322, -0.067, -1.969]","[6.617929115354313, 20.817545934771353]"
"[0.133, 1.518, -0.107, -2.282]","[12.833392203007206, 20.846719026383173]"
"[0.164, 1.714, -0.152, -2.605]","[12.594573750820794, 23.267444013941905]"
"[0.198, 1.52, -0.204, -2.363]","[20.479100021909524, 22.03759084099911]"
"[-0.037, 0.041, 0.029, -0.027]","[13.220208973173797, 6.451243320317062]"
"[-0.036, 0.236, 0.028, -0.311]","[23.630058280482537, 12.728254206626469]"
"[-0.031, 0.431, 0.022, -0.594]","[20.408526452632614, 21.368838510998476]"
"[-0.023, 0.625, 0.01, -0.88]","[20.454468234280537, 16.46641740108761]"
"[-0.01, 0.43, -0.007, -0.584]","[22.63157142673543, 9.896462727837525]"
"[-0.002, 0.625, -0.019, -0.879]","[5.488470650826766, 12.879425351522531]"
"[0.011, 0.821, -0.037, -1.178]","[16.221503429253247, 5.762149102074872]"
"[0.027, 1.016, -0.06, -1.482]","[8.838365569225575, 5.944943877077238]"
"[0.048, 1.212, -0.09, -1.793]","[11.845843872803798, 7.579657102371485]"
"[0.072, 1.408, -0.126, -2.112]","[19.197622401266493, 11.941351584096559]"
"[0.1, 1.604, -0.168, -2.44]","[14.39622695708817, 14.92301552335604]"
"[0.043, 0.004, 0.01, 0.044]","[20.921648836611187, 10.245602843342025]"
"[0.043, 0.199, 0.011, -0.245]","[9.61013050750704, 24.496771379148566]"
"[0.047, 0.394, 0.006, -0.535]","[22.564241729072865, 23.98656589669606]"
"[0.055, 0.589, -0.005, -0.826]","[13.082881323781905, 18.540893715836475]"
"[0.066, 0.394, -0.021, -0.534]","[6.3095092152215475, 22.673866317187752]"
"[0.074, 0.59, -0.032, -0.834]","[16.726713625430925, 7.621825954596824]"
"[0.086, 0.785, -0.049, -1.136]","[8.616177895763668, 21.427192052717352]"
"[0.102, 0.591, -0.071, -0.859]","[6.032881232216592, 5.155241083575655]"
"[0.114, 0.397, -0.089, -0.59]","[10.930894344233696, 7.177320809593908]"
"[0.121, 0.593, -0.1, -0.909]","[6.557727356515246, 13.945514634829376]"
"[0.133, 0.789, -0.119, -1.232]","[5.584675023024328, 10.132931258951501]"
"[0.149, 0.986, -0.143, -1.559]","[15.08863074541549, 22.599648055485414]"
"[0.169, 1.182, -0.174, -1.893]","[11.374525445011987, 16.268950153291623]"
"[0.04, -0.02, -0.037, -0.006]","[23.119611051120543, 18.995931437268897]"
"[0.039, 0.175, -0.037, -0.31]","[14.864858212910603, 17.954319074658617]"
"[0.043, 0.371, -0.043, -0.614]","[8.295667683353361, 22.873529014494803]"
"[0.05, 0.176, -0.055, -0.336]","[19.322827829729974, 20.069121956906642]"
"[0.054, 0.372, -0.062, -0.645]","[8.174319180600559, 12.296802402882074]"
"[0.061, 0.568, -0.075, -0.957]","[14.993154636541258, 16.623228553616013]"
"[0.073, 0.374, -0.094, -0.689]","[17.45651260871911, 9.619773512958945]"
"[0.08, 0.571, -0.108, -1.009]","[18.64081487401377, 16.445527349267913]"
"[0.092, 0.767, -0.128, -1.334]","[11.534606891660363, 7.726280006242552]"
"[0.107, 0.963, -0.155, -1.664]","[17.695693224353516, 16.518500168825238]"
"[0.126, 0.77, -0.188, -1.423]","[21.300506090571847, 7.380380834693514]"
"[-0.038, 0.002, -0.002, -0.048]","[21.64528267762201, 19.62071343117962]"
"[-0.038, 0.197, -0.003, -0.341]","[5.004002662115479, 8.774806712121846]"
"[-0.034, 0.002, -0.01, -0.049]","[13.955826695174325, 24.170344339986375]"
"[-0.034, -0.193, -0.011, 0.24]","[13.79076986296138, 16.16472331593544]"
"[-0.037, -0.388, -0.006, 0.529]","[19.56981692543409, 20.23088299167496]"
"[-0.045, -0.583, 0.005, 0.82]","[5.259621126032528, 20.308637058462374]"
"[-0.057, -0.388, 0.021, 0.529]","[12.977070734038154, 22.961795510589546]"
"[-0.065, -0.193, 0.032, 0.243]","[20.696812388764066, 19.821302778780304]"
"[-0.069, 0.002, 0.037, -0.039]","[9.960119883189192, 22.194929577435907]"
"[-0.068, 0.196, 0.036, -0.32]","[16.414147603136875, 10.633089754401475]"
"[-0.065, 0.391, 0.029, -0.602]","[6.240021180604147, 9.904668522381222]"
"[-0.057, 0.195, 0.017, -0.3]","[21.073009423923832, 6.2217706376999065]"
"[-0.053, 0.39, 0.011, -0.587]","[16.685243080022538, 13.253702221355228]"
"[-0.045, 0.195, -0.0, -0.291]","[11.251081620962836, 6.646375764181025]"
"[-0.041, 0.39, -0.006, -0.584]","[5.6676369839191505, 12.163290652205028]"
"[-0.033, 0.585, -0.018, -0.878]","[24.5649363630394, 10.500501033189451]"
"[-0.022, 0.78, -0.035, -1.176]","[19.464195874069436, 9.885353338427036]"
"[-0.006, 0.976, -0.059, -1.48]","[10.6475753056442, 17.670291806296014]"
"[0.013, 1.172, -0.089, -1.791]","[13.079808049269113, 10.616691851600425]"
"[0.037, 1.368, -0.124, -2.109]","[20.671182451307537, 16.287724133610407]"
"[0.064, 1.564, -0.167, -2.438]","[13.910156194851469, 13.328175751744062]"
"[0.012, 0.008, 0.048, 0.01]","[10.914548157254767, 20.723707622130245]"
"[0.012, -0.188, 0.048, 0.317]","[6.7143060486155886, 9.484484227862238]"
"[0.008, 0.006, 0.055, 0.04]","[12.779565599861947, 11.949978078767385]"
"[0.008, 0.201, 0.055, -0.235]","[6.928987201799977, 20.50545430838354]"
"[0.012, 0.395, 0.051, -0.51]","[12.864248960374045, 13.493847471015364]"
"[0.02, 0.589, 0.041, -0.786]","[16.688645172814432, 16.31976159909185]"
"[0.032, 0.784, 0.025, -1.066]","[24.21125544069914, 11.774795625207595]"
"[0.048, 0.979, 0.003, -1.35]","[16.703729034433795, 22.88710433480275]"
"[0.067, 1.174, -0.024, -1.642]","[14.479629420540192, 13.86087413550878]"
"[0.091, 1.369, -0.056, -1.942]","[24.021119569540257, 16.69438150621265]"
"[0.118, 1.565, -0.095, -2.252]","[24.226103060000806, 23.053914656104837]"
"[0.15, 1.371, -0.14, -1.99]","[23.677400680359618, 21.898862596909417]"
"[0.177, 1.177, -0.18, -1.743]","[13.24050379512762, 6.202514768559146]"
"[-0.024, 0.006, 0.049, -0.035]","[19.11848855322842, 15.445850910965035]"
"[-0.023, 0.201, 0.049, -0.311]","[12.58600810060514, 21.321289481923785]"
"[-0.019, 0.395, 0.042, -0.588]","[19.85089167665584, 5.186230817052076]"
"[-0.012, 0.2, 0.031, -0.283]","[12.124688223201872, 6.286252126426497]"
"[-0.008, 0.394, 0.025, -0.565]","[19.190886886047238, 6.342322359582688]"
"[0.0, 0.199, 0.014, -0.265]","[10.495971685599075, 15.139752971805612]"
"[0.004, 0.003, 0.008, 0.032]","[14.157673252496325, 16.128654052785087]"
"[0.004, -0.192, 0.009, 0.327]","[24.35902118324261, 23.00967220100809]"
"[0.001, 0.003, 0.016, 0.038]","[22.855037001711395, 13.133832066601093]"
"[0.001, -0.192, 0.016, 0.335]","[9.917915984979448, 20.25278831620945]"
"[-0.003, 0.003, 0.023, 0.048]","[12.196083049358775, 9.833851072886063]"
"[-0.003, -0.193, 0.024, 0.347]","[19.27494095116566, 15.21460556942422]"
"[-0.007, -0.388, 0.031, 0.648]","[17.020022146418913, 16.56654299954044]"
"[-0.015, -0.193, 0.044, 0.365]","[5.490490711428336, 13.90174316400854]"
"[-0.019, 0.001, 0.051, 0.086]","[13.467117968988953, 19.636432375771378]"
"[-0.019, 0.195, 0.053, -0.19]","[22.405145819433393, 21.1948159279882]"
"[-0.015, 0.39, 0.049, -0.465]","[19.64007256590884, 7.824371533417538]"
"[-0.007, 0.584, 0.04, -0.742]","[24.222410261711502, 8.033269814730915]"
"[0.005, 0.779, 0.025, -1.022]","[17.346112364011237, 12.871690441311419]"
"[0.02, 0.583, 0.005, -0.721]","[17.820112909339898, 24.112032764572433]"
"[0.032, 0.778, -0.01, -1.013]","[5.406573744181024, 8.255236097566199]"
"[0.048, 0.973, -0.03, -1.308]","[12.391714068710684, 16.68367490261948]"
"[0.067, 1.169, -0.056, -1.61]","[10.263988921799074, 22.894567036474264]"
"[0.09, 0.975, -0.088, -1.336]","[15.868231311279633, 9.176346536437878]"
"[0.11, 1.171, -0.115, -1.655]","[9.942002830436028, 7.55068943692788]"
"[0.133, 1.367, -0.148, -1.981]","[14.729410260145269, 7.144531251867827]"
"[0.161, 1.563, -0.188, -2.316]","[11.301320219685639, 12.810486947456273]"
"[-0.04, 0.008, 0.033, -0.038]","[21.95291708084362, 20.657257212958395]"
"[-0.04, -0.187, 0.032, 0.265]","[9.317154870216143, 5.929937317112943]"
"[-0.044, 0.007, 0.037, -0.018]","[21.827875648765154, 18.56994496377821]"
"[-0.044, -0.188, 0.037, 0.287]","[20.073654767072277, 16.24573472901702]"
"[-0.048, -0.384, 0.042, 0.591]","[18.064774142890005, 17.69295020037433]"
"[-0.055, -0.58, 0.054, 0.896]","[20.839744011590913, 21.229068657034844]"
"[-0.067, -0.385, 0.072, 0.621]","[10.009683698998144, 14.34774383655033]"
"[-0.075, -0.191, 0.085, 0.352]","[8.334955561066423, 22.289403293576935]"
"[-0.078, 0.003, 0.092, 0.087]","[23.54978782638865, 11.533590069854732]"
"[-0.078, 0.196, 0.093, -0.175]","[16.682019965938487, 11.909209872357389]"
"[-0.074, 0.39, 0.09, -0.437]","[14.95656813501568, 6.591561604667122]"
"[-0.067, 0.584, 0.081, -0.7]","[23.785582247031343, 15.809860653270087]"
"[-0.055, 0.778, 0.067, -0.966]","[11.933241040801096, 15.672918196809228]"
"[-0.039, 0.972, 0.048, -1.237]","[20.006183875107197, 9.67105817823626]"
"[-0.02, 1.166, 0.023, -1.514]","[9.232484596815114, 23.29266542792923]"
"[0.003, 1.361, -0.007, -1.8]","[14.966862869095054, 6.332780403619601]"
"[0.031, 1.556, -0.043, -2.094]","[9.449201945587657, 7.176145837566377]"
"[0.062, 1.752, -0.085, -2.4]","[7.029911194075325, 11.726017600395837]"
"[0.097, 1.948, -0.133, -2.718]","[19.968688048174208, 13.356148143830165]"
"[0.136, 2.143, -0.187, -3.048]","[23.011569465295143, 7.390115980923964]"
"[-0.034, 0.035, 0.027, 0.013]","[23.16172447817127, 18.675738106051853]"
"[-0.033, 0.23, 0.027, -0.271]","[11.63865956904499, 12.112524020730005]"
"[-0.028, 0.424, 0.022, -0.554]","[8.143825732235733, 6.6201940821118335]"
"[-0.02, 0.229, 0.011, -0.255]","[8.297828146009483, 19.576552352475964]"
"[-0.015, 0.424, 0.006, -0.544]","[14.644329610272017, 9.06846421955245]"
"[-0.007, 0.619, -0.005, -0.835]","[6.564908788761789, 24.426941535073432]"
"[0.005, 0.814, -0.022, -1.129]","[23.096914851672206, 12.922311097052553]"
"[0.022, 1.01, -0.044, -1.429]","[11.624278389385605, 20.00886922907268]"
"[0.042, 1.205, -0.073, -1.735]","[24.283157744992597, 16.766852753826974]"
"[0.066, 1.401, -0.108, -2.049]","[19.262148358851025, 18.31269280853093]"
"[0.094, 1.207, -0.149, -1.792]","[13.27726414652082, 6.819366833229184]"
"[0.118, 1.404, -0.184, -2.127]","[12.45161136062305, 9.963888352852269]"
"[-0.019, 0.006, 0.008, -0.047]","[12.473640119460764, 15.41673750318112]"
"[-0.018, 0.201, 0.007, -0.337]","[9.557807086837196, 14.142781802619899]"
"[-0.014, 0.006, 0.0, -0.042]","[8.811925453474487, 14.288889271742294]"
"[-0.014, 0.201, -0.001, -0.335]","[13.595786614981936, 17.0160945607114]"
"[-0.01, 0.397, -0.008, -0.628]","[24.14976685457359, 24.035614039722844]"
"[-0.002, 0.592, -0.02, -0.923]","[18.399904442549506, 18.92358562762752]"
"[0.01, 0.787, -0.039, -1.222]","[9.366427362380506, 22.429120394910694]"
"[0.025, 0.983, -0.063, -1.526]","[18.651707441719214, 16.633351261734045]"
"[0.045, 0.788, -0.093, -1.254]","[21.90041436314231, 23.611280442999785]"
"[0.061, 0.595, -0.119, -0.992]","[8.073554696510248, 23.215596308668722]"
"[0.073, 0.791, -0.138, -1.319]","[17.53702432701032, 10.874501967737714]"
"[0.088, 0.988, -0.165, -1.652]","[11.639034543016846, 18.503710202038047]"
"[0.108, 0.795, -0.198, -1.415]","[13.141798587405018, 22.08576253685065]"
"[0.04, 0.038, 0.024, -0.009]","[6.534516781098754, 10.898972211269154]"
"[0.041, -0.157, 0.023, 0.291]","[18.546374374170753, 5.325814184149447]"
"[0.038, 0.038, 0.029, 0.006]","[8.869195902643352, 23.931073113577867]"
"[0.039, -0.158, 0.029, 0.307]","[5.0255673948333595, 16.062368802347496]"
"[0.035, -0.353, 0.036, 0.609]","[24.295603945165034, 13.907336862177173]"
"[0.028, -0.159, 0.048, 0.328]","[22.456949052755025, 18.922941235953616]"
"[0.025, 0.036, 0.054, 0.051]","[13.943383309003725, 16.29227267089254]"
"[0.026, 0.23, 0.055, -0.224]","[23.08867669968094, 19.18762035929897]"
"[0.03, 0.424, 0.051, -0.499]","[22.698395087487114, 10.551384786415836]"
"[0.039, 0.228, 0.041, -0.191]","[16.58497106684881, 19.3983646952536]"
"[0.043, 0.033, 0.037, 0.114]","[7.854769365230119, 19.241182381969182]"
"[0.044, 0.227, 0.039, -0.166]","[19.76122364271059, 18.4154857072166]"
"[0.049, 0.422, 0.036, -0.447]","[20.44986122023412, 11.495286710103322]"
"[0.057, 0.226, 0.027, -0.143]","[15.466604506247627, 18.08756383562123]"
"[0.062, 0.031, 0.024, 0.158]","[24.995357761038633, 8.098694777932376]"
"[0.062, 0.225, 0.027, -0.127]","[18.251391031518438, 15.428805340830195]"
"[0.067, 0.42, 0.025, -0.411]","[18.048761953150677, 8.783190287947464]"
"[0.075, 0.225, 0.017, -0.11]","[17.55913128550127, 21.925304558753453]"
"[0.08, 0.029, 0.014, 0.188]","[19.758292823762375, 11.418495256869019]"
"[0.08, 0.224, 0.018, -0.1]","[17.741245865020836, 19.183063027399417]"
"[0.085, 0.029, 0.016, 0.198]","[13.20867631346108, 6.285684374247582]"
"[0.085, -0.166, 0.02, 0.496]","[15.597138956660451, 17.018447260359522]"
"[0.082, 0.028, 0.03, 0.209]","[11.593532984034345, 19.09861656633318]"
"[0.083, 0.223, 0.034, -0.074]","[8.13563399523494, 6.897695948056482]"
"[0.087, 0.027, 0.033, 0.23]","[11.559213412891378, 11.544235136341378]"
"[0.088, -0.168, 0.037, 0.532]","[7.673528720713289, 8.894531269054063]"
"[0.084, 0.026, 0.048, 0.252]","[24.485492879234275, 20.41018408498892]"
"[0.085, 0.221, 0.053, -0.026]","[12.574166415189325, 12.85571258640507]"
"[0.089, 0.415, 0.052, -0.301]","[21.458167692856215, 15.776722775670445]"
"[0.097, 0.609, 0.046, -0.577]","[13.811292609947385, 11.522756612042471]"
"[0.11, 0.804, 0.035, -0.854]","[8.93274082052647, 11.903710437782271]"
"[0.126, 0.608, 0.018, -0.551]","[7.3056658595073, 21.261786398446638]"
"[0.138, 0.803, 0.007, -0.838]","[17.31502665787573, 11.91179569760132]"
"[0.154, 0.608, -0.01, -0.543]","[21.89317507364937, 5.9443072387324865]"
"[0.166, 0.413, -0.021, -0.254]","[18.893187310500934, 19.127691747957012]"
"[0.174, 0.218, -0.026, 0.032]","[24.922294121570587, 18.023585711134206]"
"[0.179, 0.023, -0.025, 0.317]","[22.5577930558374, 9.708763647007254]"
"[0.179, -0.171, -0.019, 0.601]","[15.067203067626092, 13.00325659339382]"
"[0.176, 0.024, -0.007, 0.303]","[8.20036873153372, 15.536334811427885]"
"[0.176, 0.219, -0.001, 0.008]","[12.432558841562592, 21.805740580260345]"
"[0.181, 0.024, -0.001, 0.3]","[14.402085674380288, 6.176478644975997]"
"[0.181, 0.219, 0.005, 0.008]","[21.2250523099546, 17.860329886840926]"
"[0.186, 0.414, 0.005, -0.283]","[7.520545679373636, 5.8573946746897185]"
"[0.194, 0.219, -0.0, 0.011]","[16.11051021749454, 21.216212781028204]"
"[0.198, 0.024, 0.0, 0.304]","[11.441285412964042, 17.821500761539003]"
"[0.199, 0.219, 0.006, 0.011]","[13.300423895295747, 8.15057503540121]"
"[0.203, 0.024, 0.006, 0.306]","[15.53929679764179, 19.1293312923314]"
"[0.204, -0.171, 0.012, 0.6]","[6.217479354962961, 8.63791378471639]"
"[0.2, 0.024, 0.024, 0.311]","[6.58907902574353, 10.239967323064725]"
"[0.201, -0.172, 0.031, 0.612]","[21.370488227338807, 10.033168957325811]"
"[0.197, -0.367, 0.043, 0.914]","[20.030527232796963, 16.83633375682333]"
"[0.19, -0.563, 0.061, 1.22]","[15.35086542138922, 8.8067676757863]"
"[0.179, -0.369, 0.086, 0.947]","[14.538591779753883, 10.110645506957532]"
"[0.171, -0.565, 0.105, 1.265]","[11.766927511115579, 23.81020972325034]"
"[0.16, -0.761, 0.13, 1.589]","[15.990048380408467, 12.81922356822567]"
"[0.145, -0.958, 0.162, 1.919]","[22.229923224213444, 12.244107786900253]"
"[0.125, -1.154, 0.2, 2.257]","[13.35455780812268, 13.91380173766084]"
"[-0.009, 0.05, 0.035, -0.005]","[5.02480362375244, 18.167193302343335]"
"[-0.008, -0.146, 0.035, 0.298]","[5.587472316123801, 21.381440911341528]"
"[-0.011, -0.341, 0.041, 0.602]","[8.592184471149714, 18.39190406890632]"
"[-0.018, -0.537, 0.053, 0.907]","[14.02485869583469, 17.448374059634844]"
"[-0.029, -0.343, 0.071, 0.631]","[17.57423863011007, 10.274135651389663]"
"[-0.036, -0.539, 0.083, 0.945]","[8.685017010494304, 19.186793661524938]"
"[-0.046, -0.345, 0.102, 0.68]","[6.187648564764604, 23.822950426026644]"
"[-0.053, -0.151, 0.116, 0.421]","[13.118843498968145, 10.741483970635716]"
"[-0.056, -0.348, 0.124, 0.748]","[16.094152396267447, 17.883598453974482]"
"[-0.063, -0.155, 0.139, 0.497]","[14.010011494021304, 12.733812380232727]"
"[-0.066, -0.351, 0.149, 0.83]","[5.175255525781155, 12.111408936420375]"
"[-0.073, -0.548, 0.166, 1.165]","[13.716329724632503, 19.03485914707727]"
"[-0.084, -0.745, 0.189, 1.505]","[23.68387609902892, 15.937365154706448]"
"[0.037, 0.011, -0.006, -0.026]","[9.886312064014293, 15.972723845407417]"
"[0.037, 0.207, -0.007, -0.321]","[12.2991545641542, 24.006945585991893]"
"[0.041, 0.402, -0.013, -0.615]","[17.00530719419325, 21.052819687362714]"
"[0.049, 0.207, -0.025, -0.327]","[13.11568886533683, 19.163872028467278]"
"[0.053, 0.402, -0.032, -0.627]","[10.30417352904358, 17.154099880675663]"
"[0.061, 0.208, -0.045, -0.345]","[11.434872913952855, 11.236409810754363]"
"[0.066, 0.403, -0.051, -0.651]","[15.876975628002745, 10.535400069161174]"
"[0.074, 0.599, -0.065, -0.96]","[24.413120790516054, 14.962730579214]"
"[0.086, 0.795, -0.084, -1.272]","[17.63819968785283, 7.718454269133501]"
"[0.101, 0.991, -0.109, -1.59]","[15.057442496660931, 16.039037224934354]"
"[0.121, 1.187, -0.141, -1.914]","[17.758075341591777, 21.592258895793556]"
"[0.145, 0.994, -0.179, -1.669]","[15.448823507294229, 7.978434794511582]"
"[-0.013, 0.003, 0.039, 0.009]","[11.878179995743645, 19.077926476961316]"
"[-0.013, 0.197, 0.039, -0.271]","[9.63278253151171, 12.514885292772437]"
"[-0.009, 0.392, 0.034, -0.551]","[14.823025309601833, 15.43237441846032]"
"[-0.001, 0.587, 0.023, -0.833]","[21.1077638138998, 5.103782364382708]"
"[0.011, 0.391, 0.006, -0.533]","[15.337417970177231, 9.349947944546654]"
"[0.019, 0.586, -0.004, -0.824]","[20.998672360758633, 15.638985938117989]"
"[0.031, 0.781, -0.021, -1.118]","[15.163384000418986, 12.593597731803039]"
"[0.046, 0.977, -0.043, -1.417]","[16.13757663035359, 5.9965240901753365]"
"[0.066, 1.172, -0.072, -1.723]","[11.505390254689267, 12.52450047381691]"
"[0.089, 1.368, -0.106, -2.037]","[22.500444325982155, 5.195780779821106]"
"[0.116, 1.564, -0.147, -2.36]","[18.39162200177113, 21.489990118994108]"
"[0.148, 1.76, -0.194, -2.694]","[9.089863563992651, 17.3914315768731]"
"[-0.008, 0.024, -0.009, -0.007]","[12.46833183709714, 18.713242697972852]"
"[-0.008, -0.171, -0.01, 0.282]","[8.581673629194746, 24.93563393223461]"
"[-0.011, -0.366, -0.004, 0.572]","[20.930660700822777, 24.702968528247993]"
"[-0.019, -0.17, 0.008, 0.278]","[5.3355328870317535, 20.126979166649335]"
